id,sex,employment,married,income,digital3
155147,1,student,0,6643,.8101908
155148,0,retired,1,1738,.23239799
155149,0,unemployed,1,5835,.52818173
155150,1,student,0,5031,0
155151,1,employed,1,15227,.090157785
155152,0,employed,0,6630,.75271118
155153,1,employed,0,50460,0
155154,1,employed,0,14249,.038066197
155155,1,employed,0,20392,.072374351
155156,1,unemployed,1,0,.56254739
155157,1,unemployed,0,50009,0
155158,0,employed,1,26899,.52827042
155159,1,employed,1,11888,.59958255
155160,0,employed,0,17435,.064388804
155161,1,student,0,0,.64626896
155162,1,employed,0,19487,0
155163,1,employed,1,9205,.4708401
155164,1,employed,1,19579,.55203032
155165,0,unemployed,1,20098,.73867399
155166,0,unemployed,1,0,0
155167,1,unemployed,0,8785,.57084984
155168,0,employed,1,24647,.18729419
155169,1,employed,1,12916,.30555606
155170,0,employed,1,29383,.61712754
155171,0,employed,1,16671,0
155172,1,unemployed,0,14272,.77294004
155173,0,student,0,8824,.81539321
155174,0,employed,1,8335,.75668502
155175,1,employed,0,11398,.40829718
155176,1,unemployed,1,39955,.65542656
155177,1,employed,1,5616,.52096623
155178,1,student,0,0,.99312508
155179,0,employed,1,5963,0
155180,1,employed,1,14749,.67857492
155181,1,employed,1,9788,.27943456
155182,1,employed,1,5546,.71974963
155183,0,employed,1,6075,.33240905
155184,0,student,0,5467,.83008933
155185,1,employed,1,15573,.7384336
155186,0,employed,0,23762,.081097782
155187,1,employed,0,7103,0
155188,1,employed,1,7019,.52416891
155189,1,employed,1,50339,.24648032
155190,0,retired,0,37805,.018405259
155191,1,student,0,4640,.36519262
155192,1,retired,1,5151,0
155193,0,employed,0,7342,.5854755
155194,0,employed,0,11665,0
155195,1,employed,1,16366,.96405596
155196,1,employed,1,17943,0
155197,0,unemployed,1,0,.2984235
155198,1,employed,1,7378,0
155199,1,employed,1,17627,.27024487
155200,1,employed,1,10093,.88105243
155201,1,retired,1,21765,0
155202,0,employed,0,14738,.65000743
155203,1,unemployed,0,0,.082882091
155204,0,student,0,0,.10333441
155205,0,employed,1,12136,.62236083
155206,0,employed,0,16087,0
155207,1,student,0,0,.83992189
155208,0,employed,1,7623,.77839053
155209,1,retired,0,8060,0
155210,1,employed,0,9550,.42859429
155211,0,unemployed,1,0,.455679
155212,0,employed,1,64532,.5649299
155213,1,retired,1,6536,.21494648
155214,1,employed,1,114728,.83712906
155215,1,student,0,0,.3874442
155216,1,employed,1,17236,.77116531
155217,0,employed,1,6302,.87123513
155218,1,retired,0,13828,0
155219,0,employed,1,7463,0
155220,1,unemployed,1,20097,.52754009
155221,1,retired,1,6355,0
155222,1,student,1,0,0
155223,1,student,0,0,.94474918
155224,1,student,0,4214,.89752871
155225,0,employed,1,6096,.50128871
155226,0,employed,0,6521,0
155227,0,unemployed,1,0,0
155228,0,employed,1,6256,.34339944
155229,1,employed,0,24538,.77877545
155230,0,employed,1,6953,.3696427
155231,1,employed,0,10863,.6863423
155232,0,employed,1,8015,.17126404
155233,0,unemployed,0,52212,.44753289
155234,0,employed,0,8626,.76504111
155235,1,employed,0,20934,.46309552
155236,0,unemployed,0,6052,.84023011
155237,1,student,0,0,.76364416
155238,1,employed,0,21343,.27019802
155239,1,retired,1,38563,.26345786
155240,0,student,0,0,.93378288
155241,0,employed,1,6700,.027382165
155242,0,unemployed,1,0,0
155243,1,unemployed,1,0,.83995497
155244,1,employed,1,6271,.69768763
155245,1,retired,1,11164,.10932048
155246,1,employed,1,6929,.081968203
155247,1,student,1,26735,.69251734
155248,0,unemployed,1,0,.68518215
155249,0,unemployed,1,0,.63746583
155250,1,retired,0,6785,.0034400367
155251,1,retired,0,5865,.23018312
155252,1,employed,1,5822,.67055064
155253,1,unemployed,0,5962,.54100597
155254,0,unemployed,1,826,0
155255,1,unemployed,0,0,.62814862
155256,0,unemployed,1,12929,.65721291
155257,0,employed,1,34479,.7287479
155258,1,unemployed,1,12596,.86296475
155259,1,employed,1,5709,.6135416
155260,1,employed,1,12911,.36440226
155261,0,unemployed,1,0,.76697838
155262,0,student,0,15130,.81039953
155263,1,employed,1,8287,.11368878
155264,1,employed,1,5484,.58683854
155265,0,employed,1,6104,0
155266,0,employed,1,73352,0
155267,0,employed,1,264195,0
155268,1,employed,1,108802,.59148955
155269,1,employed,1,13470,.054619417
155270,0,unemployed,0,0,0
155271,1,retired,1,7204,.21621546
155272,1,employed,1,11565,.82173753
155273,1,student,1,0,.75440353
155274,0,unemployed,1,7888,.028022779
155275,1,employed,1,6103,0
155276,0,student,0,0,.7430349
155277,1,employed,1,9642,0
155278,1,employed,1,7135,.51518369
155279,1,employed,1,40308,.082810037
155280,1,employed,1,58379,0
155281,1,employed,0,7591,.79679579
155282,1,employed,0,33560,.56650716
155283,1,employed,1,54935,0
155284,1,employed,1,14743,0
155285,1,student,0,4208,.53697854
155286,1,employed,0,71640,.77313972
155287,0,retired,1,3432,.22158761
155288,1,unemployed,0,43350,.07841821
155289,1,employed,0,13583,0
155290,1,retired,0,10437,.21554489
155291,1,retired,1,4241,0
155292,1,student,0,0,.2526525
155293,0,employed,1,9064,0
155294,0,employed,0,22235,.71402049
155295,1,employed,1,9243,.25123021
155296,1,retired,1,5696,.01778011
155297,0,employed,0,11151,0
155298,0,employed,1,69800,.25630444
155299,0,employed,1,5273,.33505553
155300,1,employed,1,12736,.50509399
155301,1,employed,1,72687,.94763058
155302,0,employed,1,20347,0
155303,1,employed,1,5693,0
155304,1,student,0,33118,.95783997
155305,1,retired,0,15201,0
155306,1,student,0,0,.86224002
155307,0,employed,1,7580,0
155308,0,student,0,0,.16900821
155309,0,unemployed,1,23982,.5931977
155310,1,student,0,0,.062539198
155311,0,employed,1,5469,0
155312,1,unemployed,1,0,.99786186
155313,0,employed,0,64587,0
155314,0,unemployed,1,20459,.62692058
155315,1,employed,1,23643,.61659431
155316,1,employed,1,6753,.048707273
155317,1,employed,1,12966,.81689751
155318,1,student,0,0,.073153973
155319,1,unemployed,1,0,.63667238
155320,0,employed,1,4718,.76465219
155321,1,student,0,0,.96730143
155322,0,retired,1,2668,.24719267
155323,0,unemployed,1,0,0
155324,1,employed,1,14723,.58570951
155325,0,retired,1,3202,.26654664
155326,0,retired,1,9268,.32086122
155327,1,employed,1,102977,.60792434
155328,0,employed,1,7560,.51753283
155329,0,employed,1,8601,.84165174
155330,0,employed,1,5337,.79613948
155331,0,retired,1,5210,0
155332,0,student,0,0,.95481098
155333,0,employed,1,8987,.0073809708
155334,1,employed,0,19293,0
155335,0,unemployed,0,21740,.42196301
155336,1,employed,0,12471,.6067524
155337,0,employed,1,7360,.73838109
155338,1,employed,1,24229,0
155339,0,student,0,0,.79810172
155340,1,unemployed,1,0,0
155341,1,employed,1,7080,.5070284
155342,0,employed,1,6955,.5755499
155343,1,employed,1,30196,0
155344,1,employed,1,87511,.54064983
155345,1,student,0,23612,.86888289
155346,0,employed,0,6348,0
155347,0,student,0,0,.02918089
155348,1,employed,0,84614,0
155349,0,unemployed,0,0,.40612465
155350,1,retired,1,9096,.22561221
155351,0,employed,1,15834,.53047132
155352,0,unemployed,1,0,.8403334
155353,1,employed,0,11528,.85265225
155354,1,employed,1,26667,.93080747
155355,1,employed,0,13594,0
155356,1,retired,0,54741,.2492021
155357,1,unemployed,0,0,.10104497
155358,1,employed,0,10325,.7423138
155359,1,employed,1,8672,0
155360,1,student,0,0,.95863825
155361,1,student,0,4281,.80091667
155362,1,retired,1,7126,0
155363,0,employed,0,40191,.81443208
155364,0,retired,0,6903,0
155365,1,employed,1,29761,.78238785
155366,0,unemployed,1,15599,.011226466
155367,1,retired,1,10487,.16888651
155368,0,unemployed,0,22412,0
155369,0,employed,1,20575,0
155370,0,employed,1,26772,0
155371,0,employed,1,11311,.060019653
155372,1,unemployed,1,0,0
155373,0,unemployed,1,6668,.86891669
155374,1,employed,0,12751,0
155375,1,employed,1,13434,.45252773
155376,1,employed,1,15697,.55398685
155377,1,employed,0,46383,.59650725
155378,0,unemployed,1,0,.56658477
155379,1,retired,1,5075,0
155380,1,employed,0,6909,.54907668
155381,0,retired,1,8385,0
155382,1,student,0,0,0
155383,1,employed,1,6315,.85229546
155384,1,employed,1,27112,.57644087
155385,1,employed,1,18510,.97743869
155386,1,student,0,0,.7488566
155387,1,unemployed,0,0,.11162297
155388,1,employed,1,12361,0
155389,0,student,0,0,.88956273
155390,1,student,0,6632,.99382001
155391,1,employed,1,8053,.59525377
155392,1,unemployed,0,0,.53247494
155393,0,employed,1,19151,.54550308
155394,0,student,0,0,.87666565
155395,1,employed,0,20183,.21593675
155396,1,employed,1,6322,.52368265
155397,1,employed,1,8602,.10646937
155398,0,retired,0,7281,0
155399,1,student,0,8764,.99064142
155400,1,student,0,9740,.91823035
155401,1,employed,1,26484,0
155402,1,employed,1,39464,.23364873
155403,0,unemployed,1,6510,.76573235
155404,0,retired,1,334,0
155405,1,unemployed,1,0,.054068506
155406,0,employed,1,19526,.0077312402
155407,1,student,0,0,.9746834
155408,0,retired,1,2835,.25572702
155409,1,employed,0,26916,.98864013
155410,0,employed,0,9575,.38464257
155411,0,unemployed,1,0,.5834654
155412,1,retired,1,22579,.37532058
155413,1,employed,0,125633,.19952503
155414,1,retired,1,4454,.35490263
155415,0,retired,0,3633,.29910237
155416,0,employed,0,10715,.27911124
155417,1,retired,0,18859,.27530405
155418,0,student,0,31333,.22543134
155419,0,employed,0,18923,0
155420,0,employed,0,11381,.31240577
155421,0,employed,1,7221,.69521534
155422,0,employed,0,23349,.54907668
155423,1,unemployed,1,71573,0
155424,1,employed,1,5454,.86099494
155425,1,employed,1,19478,.1362533
155426,0,retired,0,26673,0
155427,1,employed,1,31279,0
155428,1,employed,0,6688,0
155429,0,employed,0,10754,.9151696
155430,1,employed,1,10399,.79290718
155431,1,student,0,0,.93857825
155432,0,unemployed,1,9223,.36234286
155433,1,employed,0,23434,0
155434,1,employed,1,11078,.60281706
155435,1,student,0,0,.31377363
155436,0,student,1,6517,.24894527
155437,1,retired,1,6023,0
155438,1,employed,1,132520,0
155439,1,employed,0,15983,.11756493
155440,1,employed,0,35800,.89195335
155441,0,retired,1,2491,0
155442,0,employed,1,18938,.59951001
155443,0,student,0,0,0
155444,0,unemployed,1,24941,0
155445,0,retired,1,3503,.12158722
155446,1,employed,0,6723,.61958462
155447,1,employed,0,14089,.5738312
155448,0,employed,1,6319,.89115369
155449,1,employed,1,19720,0
155450,1,employed,1,6586,.96613234
155451,1,employed,1,7413,.21132255
155452,1,employed,1,14091,.7315402
155453,1,retired,1,3205,.071914636
155454,0,unemployed,0,0,.36662903
155455,1,employed,1,26355,.52819818
155456,1,employed,0,15017,.51035601
155457,0,employed,1,8286,.71164757
155458,1,employed,0,14539,.87318885
155459,1,student,0,0,.28695309
155460,1,employed,1,10792,.56645447
155461,1,employed,1,20913,.15659577
155462,1,employed,1,8526,.0024860143
155463,1,unemployed,1,0,.30479127
155464,0,employed,1,9640,0
155465,0,student,0,0,.99553651
155466,1,employed,1,16361,.97494322
155467,1,employed,1,39466,0
155468,0,employed,1,13602,0
155469,0,employed,1,18717,.5969528
155470,1,employed,1,13974,0
155471,1,employed,1,8918,0
155472,0,employed,1,6215,.60780656
155473,1,student,0,0,.76409405
155474,1,unemployed,0,0,.84781051
155475,1,unemployed,1,7709,.17307818
155476,0,unemployed,1,6783,.67317235
155477,1,employed,1,9610,.77125913
155478,0,employed,1,7825,.56097513
155479,0,retired,1,8760,0
155480,1,unemployed,1,0,.61628509
155481,1,employed,1,10022,.66268539
155482,1,retired,1,5805,.21510088
155483,0,student,0,0,.26208988
155484,1,unemployed,1,0,0
155485,1,unemployed,0,18376,.67357361
155486,0,employed,1,9944,.68914169
155487,0,student,0,3267,0
155488,1,retired,1,5020,.30424097
155489,1,employed,1,33755,.6447292
155490,1,student,0,60754,.86935318
155491,0,unemployed,1,0,.91598707
155492,1,student,0,0,.23976624
155493,1,employed,1,26511,.54680502
155494,1,employed,0,14696,.73465204
155495,1,student,0,11037,.85905403
155496,0,employed,1,15519,.73501456
155497,1,employed,1,6439,.63973153
155498,1,retired,1,12310,.050120752
155499,0,employed,1,6201,.21613058
155500,1,employed,0,6130,.7938267
155501,1,employed,0,13655,0
155502,1,employed,1,12752,.93950284
155503,1,employed,1,173546,0
155504,0,unemployed,0,0,.68544239
155505,1,employed,1,12157,0
155506,0,employed,1,16199,.58495182
155507,0,employed,0,14984,.71367645
155508,0,employed,1,6598,.54476166
155509,0,employed,1,4257,0
155510,1,unemployed,1,0,.57047832
155511,0,employed,1,18638,.78389639
155512,0,employed,1,4500,0
155513,1,unemployed,1,7266,.22678708
155514,1,employed,1,9582,0
155515,0,unemployed,0,0,.51332968
155516,1,employed,1,23039,.76201862
155517,1,employed,1,9243,0
155518,1,employed,0,11925,.62567711
155519,0,employed,0,35941,.53351539
155520,1,unemployed,0,0,.84426695
155521,1,unemployed,1,9405,.061570425
155522,1,employed,1,6881,.74508768
155523,1,employed,1,55813,.58935136
155524,0,employed,1,50026,.53902107
155525,0,employed,1,11560,.68896246
155526,1,student,0,22482,.87855291
155527,1,unemployed,1,0,.4809657
155528,1,employed,0,14637,.1179941
155529,0,employed,1,15147,0
155530,0,student,1,5717,.12474744
155531,0,employed,0,13121,.14976607
155532,0,employed,0,6612,0
155533,1,student,0,0,.79146874
155534,1,unemployed,1,0,.49259788
155535,0,student,0,41907,.84872717
155536,0,retired,1,4257,.38689047
155537,0,unemployed,1,6469,.88794601
155538,0,employed,1,13309,.74503231
155539,0,employed,1,6100,.040772464
155540,1,student,0,17972,.94293517
155541,1,student,0,0,.30428833
155542,1,student,0,0,.90331358
155543,0,employed,1,5993,.46433562
155544,1,student,0,0,.88921618
155545,0,retired,0,5939,0
155546,0,unemployed,0,9806,.73132062
155547,1,employed,0,6903,.68709552
155548,0,employed,1,10913,.80660272
155549,1,employed,1,9369,.32091177
155550,1,unemployed,1,0,.42961782
155551,1,employed,1,6788,.47781485
155552,1,employed,1,8550,.84161836
155553,1,employed,1,11536,0
155554,0,retired,0,5773,.13991798
155555,1,student,0,0,.79888725
155556,1,unemployed,0,16945,.74115866
155557,1,employed,1,16516,.10169202
155558,0,employed,1,16447,.81280643
155559,0,employed,1,22495,0
155560,0,employed,1,72527,.54246122
155561,1,student,0,0,.57484871
155562,1,student,0,13697,.72894573
155563,1,unemployed,1,0,.8839497
155564,1,employed,1,17729,.52264887
155565,0,employed,1,94098,.5072313
155566,0,employed,1,6706,0
155567,0,employed,0,11743,.7431708
155568,1,employed,1,9933,.43109739
155569,0,employed,1,4561,0
155570,0,unemployed,1,8171,0
155571,1,employed,1,10045,.36459377
155572,0,retired,1,16593,0
155573,0,employed,1,8374,.63127762
155574,0,unemployed,1,8522,.7130233
155575,1,retired,0,11989,.3772465
155576,0,employed,1,5184,.42288539
155577,1,student,0,6843,.83406377
155578,0,employed,1,217305,.80053604
155579,1,employed,1,35305,.17942455
155580,1,employed,1,19738,0
155581,1,employed,1,15878,.84661603
155582,1,employed,1,5595,0
155583,1,retired,0,6504,0
155584,0,student,0,0,.94400412
155585,1,employed,0,18092,.64829308
155586,1,employed,0,8686,.59011394
155587,1,employed,1,77704,.65692717
155588,1,employed,0,10929,.22037585
155589,1,employed,1,24247,0
155590,1,student,0,3902,.86382186
155591,1,employed,0,88146,.77607208
155592,0,employed,1,96823,.66853541
155593,1,employed,1,16761,.36828101
155594,1,employed,1,7439,.36989591
155595,1,student,0,10036,.13203584
155596,1,retired,0,15037,.32747382
155597,1,retired,0,139761,.058312584
155598,0,unemployed,1,0,.16195069
155599,0,employed,1,17156,0
155600,1,employed,1,14819,0
155601,0,employed,1,7973,.68710405
155602,1,employed,0,73130,.57872677
155603,0,employed,1,14100,0
155604,1,student,0,20192,.74101794
155605,1,retired,1,48741,.30514356
155606,0,employed,0,6473,.70892566
155607,0,employed,1,12444,.80790931
155608,0,employed,1,15571,.45021588
155609,1,employed,0,10660,.23447977
155610,1,employed,1,6948,.66031355
155611,0,employed,0,5782,.67396468
155612,0,employed,0,7599,.99703717
155613,1,employed,1,37820,.54749644
155614,0,employed,0,1000000,.50070256
155615,1,retired,1,13489,.12260199
155616,1,retired,0,3996,0
155617,1,employed,1,24167,.25965798
155618,1,employed,1,139585,0
155619,1,unemployed,1,0,.80792046
155620,0,unemployed,1,0,.60223985
155621,1,retired,1,90218,.0085532516
155622,0,student,0,0,.41265878
155623,0,employed,1,7736,.26472816
155624,0,unemployed,0,13859,0
155625,0,employed,1,18454,.69492352
155626,0,employed,1,8476,.796538
155627,0,employed,1,16369,.65356559
155628,0,employed,0,9998,.48533368
155629,1,employed,0,8176,.010976308
155630,1,student,0,0,.85123044
155631,0,retired,1,4681,.29099432
155632,0,employed,1,19915,.73435682
155633,0,unemployed,1,0,.68073148
155634,1,employed,1,8680,0
155635,1,employed,1,17796,.45727918
155636,0,employed,1,6505,.34220892
155637,1,employed,1,15630,0
155638,1,employed,1,13258,.53296483
155639,0,employed,1,15590,.93214363
155640,1,employed,1,7972,.69198638
155641,1,student,0,0,.86640638
155642,1,unemployed,1,0,.35092506
155643,0,retired,1,3263,.000067118519
155644,0,employed,1,5972,0
155645,1,employed,1,10880,.23963235
155646,0,retired,1,189818,.35277089
155647,0,retired,1,72995,0
155648,0,employed,1,10387,.77975351
155649,1,unemployed,0,0,0
155650,0,employed,1,5893,.52711582
155651,1,employed,1,7522,.60720545
155652,0,unemployed,1,0,.62593877
155653,1,employed,1,6729,.72581941
155654,0,unemployed,0,0,.22753897
155655,0,employed,1,6712,.50509834
155656,1,student,0,0,.8757475
155657,1,employed,1,9352,.26689726
155658,1,employed,1,6686,.30450979
155659,1,student,0,0,.98569548
155660,0,student,0,0,.72506005
155661,1,unemployed,0,0,.61070204
155662,1,student,0,3532,.92320859
155663,1,student,0,0,.98038381
155664,1,employed,1,9028,.5325622
155665,1,employed,1,5855,.68719661
155666,1,employed,1,6871,.70504618
155667,1,student,0,5698,.43448746
155668,1,employed,1,36805,.51822478
155669,0,employed,1,280742,.54804116
155670,0,retired,0,11058,.055899151
155671,1,student,0,3440,.881504
155672,0,retired,1,5802,0
155673,1,employed,1,9725,0
155674,1,employed,1,9076,.92499089
155675,0,employed,1,7986,.96503735
155676,0,employed,0,6195,.87007058
155677,1,employed,0,24917,.9382236
155678,1,employed,1,7298,.74369901
155679,1,employed,0,8308,.63541508
155680,1,employed,1,7981,.025927069
155681,1,employed,1,11914,0
155682,1,student,0,0,.58355486
155683,0,employed,0,6573,.55883473
155684,1,employed,0,7978,.65514213
155685,0,retired,1,5831,0
155686,0,employed,0,6994,0
155687,0,unemployed,0,0,.41185018
155688,0,employed,1,25826,.91670561
155689,1,student,0,6854,.99406284
155690,1,retired,1,30663,.25010434
155691,1,retired,1,6401,0
155692,1,employed,1,23274,.62227839
155693,1,employed,1,8405,.15663795
155694,1,employed,1,8915,.50160187
155695,1,employed,1,20969,0
155696,1,employed,0,29602,.25617614
155697,1,employed,1,17735,.62059146
155698,1,employed,1,6505,.54955274
155699,1,student,0,0,.83704782
155700,0,student,0,0,.98131341
155701,1,employed,1,17985,.52871835
155702,1,employed,1,14913,.90100265
155703,1,employed,0,7483,.30035397
155704,1,employed,0,10868,0
155705,0,unemployed,1,18060,.67634773
155706,1,retired,1,6771,0
155707,1,employed,0,14283,.89365935
155708,1,employed,1,7061,.51198816
155709,1,employed,1,19120,.29685476
155710,1,employed,0,14193,.23948123
155711,1,employed,1,9405,.74495423
155712,0,retired,1,5958,0
155713,0,employed,1,13432,.53157622
155714,1,employed,1,220941,.58070284
155715,0,employed,1,10313,.65544081
155716,1,employed,0,6962,.7319116
155717,1,retired,0,5214,0
155718,1,employed,1,8682,0
155719,1,retired,1,10550,0
155720,1,employed,1,21444,.56357741
155721,0,retired,1,2469,.025006216
155722,0,employed,0,10550,.66191685
155723,1,student,0,11482,.12885079
155724,0,employed,1,83436,.57185507
155725,0,employed,1,14546,0
155726,1,employed,0,6318,.93104351
155727,0,employed,1,12659,.82089537
155728,0,retired,1,4220,.26364928
155729,1,retired,1,8574,.20355526
155730,0,employed,1,48141,.23180464
155731,1,employed,1,6373,0
155732,1,retired,1,124963,.31688979
155733,1,employed,1,10954,0
155734,1,student,0,0,0
155735,0,unemployed,1,7768,.13846037
155736,1,employed,0,8328,.60069013
155737,1,retired,1,33096,0
155738,0,employed,1,9800,.77189952
155739,0,employed,1,126537,.68428099
155740,1,retired,1,6990,.047895227
155741,0,employed,1,8393,0
155742,1,unemployed,1,0,.69267142
155743,1,student,0,0,.86332434
155744,0,employed,1,6290,.7831918
155745,1,retired,1,3581,.24343307
155746,0,retired,1,7824,0
155747,1,employed,0,16603,.61707062
155748,1,employed,0,11374,.77016157
155749,1,student,0,6880,.89537078
155750,1,employed,1,44329,.50919306
155751,1,employed,1,9334,.62582827
155752,0,employed,1,38252,.50690037
155753,0,employed,0,8556,.89453626
155754,1,employed,1,30187,.55085766
155755,1,employed,1,5945,.73579198
155756,1,employed,1,9127,.49847382
155757,1,employed,1,6828,.94180483
155758,1,employed,1,9307,.50373256
155759,1,employed,0,73335,.57061112
155760,1,unemployed,1,0,0
155761,0,employed,1,385716,.56594747
155762,0,unemployed,1,7572,.49918085
155763,0,employed,1,5595,.36549893
155764,0,employed,1,9521,.74430835
155765,1,employed,1,81378,.77156061
155766,0,employed,1,22212,.51842386
155767,1,employed,1,33192,.31222889
155768,1,unemployed,0,0,.62757736
155769,1,employed,1,6151,0
155770,1,retired,1,3826,.36740792
155771,0,employed,1,19232,.035879336
155772,0,student,0,0,.87514317
155773,1,unemployed,1,0,.58478403
155774,1,employed,1,72956,.66358864
155775,0,employed,1,7372,.15461962
155776,1,employed,1,8277,.87643427
155777,1,employed,0,8387,.6901803
155778,1,employed,1,24740,0
155779,1,employed,1,12717,.55774617
155780,0,employed,0,12411,.51495188
155781,1,employed,1,8429,0
155782,1,employed,0,14572,0
155783,1,employed,1,7695,.6190474
155784,1,employed,0,20553,.71241778
155785,1,student,0,14124,.87005675
155786,0,employed,1,9519,.50530124
155787,1,employed,1,17521,.95745176
155788,1,employed,1,16816,.28426367
155789,0,employed,1,7409,.54478717
155790,0,student,0,49990,.7702983
155791,1,employed,0,58954,.60545117
155792,1,unemployed,1,20427,.8911674
155793,0,student,0,0,.8406626
155794,1,employed,1,17482,.1101757
155795,1,employed,1,26603,0
155796,0,unemployed,1,0,.7439937
155797,0,retired,1,5303,.21894667
155798,0,unemployed,1,11180,0
155799,0,employed,1,10019,0
155800,1,employed,1,15004,.51312882
155801,1,employed,1,6005,.38031468
155802,0,unemployed,1,0,.34197712
155803,1,student,0,0,.009697156
155804,1,retired,0,8411,.38346025
155805,0,student,1,8919,.8583051
155806,1,employed,1,6689,0
155807,1,employed,0,14044,.34162337
155808,1,employed,1,10410,.53182107
155809,0,employed,1,6024,0
155810,1,employed,1,63539,.47722572
155811,0,retired,0,4446,0
155812,0,student,0,61440,.97190332
155813,1,employed,1,14135,.65101141
155814,0,employed,1,6123,.56741983
155815,0,employed,1,7081,.5546639
155816,0,student,0,7502,.76231456
155817,0,employed,0,11207,0
155818,1,unemployed,1,10874,.76820552
155819,0,employed,1,9197,.082822122
155820,1,student,0,0,.95016795
155821,1,retired,1,11084,0
155822,1,employed,1,15868,0
155823,1,employed,1,20887,.10677309
155824,1,employed,1,27788,.62817818
155825,1,employed,1,9995,.79525244
155826,1,employed,1,9869,.76953286
155827,1,employed,1,9630,.68910712
155828,0,employed,1,120196,.05320444
155829,1,unemployed,1,10199,0
155830,0,employed,0,8232,.90521562
155831,1,student,0,0,.86539221
155832,1,employed,0,13480,0
155833,1,employed,0,105619,.46282426
155834,1,employed,1,17943,.83626413
155835,1,employed,1,15083,.67746925
155836,1,employed,0,7187,.60654056
155837,1,unemployed,1,5606,.12285801
155838,0,unemployed,1,0,.57130402
155839,0,employed,0,10618,.50878662
155840,1,employed,0,9419,.26665983
155841,1,student,1,0,.88189971
155842,1,employed,0,9011,.2610206
155843,1,employed,0,51641,0
155844,1,unemployed,1,0,.91922849
155845,0,employed,1,4695,.90299457
155846,1,student,0,34971,.8387658
155847,1,employed,1,14448,.71857756
155848,1,employed,0,9926,.30573758
155849,1,retired,0,10853,0
155850,1,retired,1,94106,.24094017
155851,0,employed,1,6587,0
155852,1,student,0,11303,.3422012
155853,1,employed,1,21454,0
155854,1,unemployed,1,0,.24106081
155855,1,employed,1,22785,.3683401
155856,1,employed,0,6765,.39832824
155857,1,retired,0,10235,0
155858,1,employed,0,13832,.39205918
155859,0,retired,1,3827,.21871936
155860,1,employed,0,29933,.13853291
155861,1,retired,1,4956,0
155862,1,employed,1,13514,.42153135
155863,0,employed,1,8036,0
155864,1,student,0,0,.85606927
155865,0,employed,1,20018,.56376475
155866,1,retired,1,5143,.15227188
155867,1,employed,1,6627,.63042372
155868,1,employed,1,6314,.83493853
155869,1,retired,1,11605,.30778
155870,0,unemployed,0,16666,.73623413
155871,1,employed,1,35333,.5448041
155872,0,employed,0,45626,0
155873,0,employed,1,263114,.29208133
155874,1,unemployed,1,10612,.52952164
155875,0,retired,1,4526,.09152782
155876,1,student,1,22974,.59103149
155877,0,employed,1,10142,.26552752
155878,0,employed,1,5546,0
155879,0,employed,1,4745,.24580637
155880,0,employed,1,4654,.7851454
155881,1,employed,1,7062,.78150582
155882,1,employed,1,30059,0
155883,1,employed,1,17511,.67835099
155884,1,student,0,4211,.79721826
155885,1,retired,0,4441,0
155886,1,retired,1,7348,.2068325
155887,0,employed,1,6682,.67491531
155888,0,retired,0,4385,.20247369
155889,0,unemployed,1,7257,.70312655
155890,0,unemployed,1,0,.51100957
155891,1,employed,0,9914,.53254884
155892,0,employed,0,5939,.0942467
155893,0,employed,0,39126,.84148043
155894,0,unemployed,0,6925,.59700716
155895,1,employed,1,9010,0
155896,0,employed,1,5510,0
155897,1,student,0,7942,.83917749
155898,1,employed,1,15745,0
155899,1,employed,1,5782,0
155900,1,unemployed,1,8788,.11780268
155901,0,student,0,0,.88626653
155902,0,retired,1,10909,.28605041
155903,0,student,0,0,.51860267
155904,1,employed,1,18581,.90009671
155905,1,student,0,0,.34579641
155906,1,retired,0,13330,.25262815
155907,1,student,0,33663,.76285934
155908,0,employed,1,68712,.986296
155909,1,employed,0,9905,.5329091
155910,0,unemployed,0,0,.81016386
155911,0,student,0,0,.85194731
155912,1,employed,0,8817,.45557028
155913,1,student,0,0,0
155914,0,student,0,8544,.9915722
155915,0,employed,1,20487,.56628531
155916,1,employed,0,14716,.75988883
155917,0,employed,1,13087,.53814274
155918,1,unemployed,0,11068,.4906874
155919,0,employed,1,8143,0
155920,1,employed,0,5711,.53402072
155921,1,employed,1,8278,.86494923
155922,0,unemployed,1,8968,0
155923,1,retired,1,12081,.29546657
155924,0,employed,1,216689,.54942989
155925,0,student,0,0,.92409891
155926,0,employed,1,14686,0
155927,1,employed,1,42707,.51784384
155928,1,employed,1,15057,0
155929,1,student,1,0,.91998774
155930,1,employed,1,9530,0
155931,1,unemployed,1,12304,.29715398
155932,1,employed,0,35131,.55664229
155933,0,student,0,12480,.19642779
155934,0,student,0,0,0
155935,0,employed,1,8573,.5831182
155936,0,employed,1,8698,.075654767
155937,1,employed,1,17789,.58323866
155938,0,student,0,0,.76845241
155939,0,unemployed,0,5489,.24676059
155940,1,student,0,0,.93115604
155941,0,employed,1,14237,.22523065
155942,0,employed,1,24951,.62748897
155943,1,employed,1,10369,0
155944,0,retired,1,3142,.030858865
155945,0,student,0,6102,.13216299
155946,1,employed,0,46806,.55599689
155947,1,employed,1,7664,.83993912
155948,0,student,0,3539,.42996901
155949,0,unemployed,1,7276,.50985658
155950,0,student,0,46312,.9245137
155951,0,employed,1,8297,.27013284
155952,1,employed,1,42958,.67451733
155953,1,unemployed,0,10330,.90602046
