id,own,competing1,competing2,borrowertype,accepted,default,profit
41697,,.52792388,.36690784,3,0,0,
41698,,.33936995,.23676507,2,0,1,
41699,,.6267435,.44378841,1,0,1,
41700,,.17396933,.35348436,2,0,0,
41701,,.07782492,.18464559,3,0,0,
41702,,,.76381427,2,0,1,
41703,.031700496,.047383558,.17231019,3,1,0,317.00494
41704,,,,2,0,0,
41705,.031197416,.026175076,.063095249,3,1,0,311.97415
41706,,.80323213,.27135554,2,0,0,
41707,,.22235902,.23974203,1,0,1,
41708,.020044751,.026072338,.019829912,2,0,0,
41709,,.17286047,.81107938,2,0,0,
41710,,.47258183,.56514704,1,0,1,
41711,.02196629,.024897521,.063967168,1,0,0,
41712,.28184712,.45008764,.24192055,2,0,0,
41713,,.23672713,.64399028,2,0,0,
41714,.04207157,.029238829,.052572779,1,0,0,
41715,,.38748458,.47020894,2,0,0,
41716,.2582972,.22279774,.24757937,3,0,0,
41717,,.56009018,,3,0,0,
41718,.11442798,.040808447,.11694791,1,0,1,
41719,,,.76881492,1,0,0,
41720,,.28111565,.15347807,2,0,0,
41721,,,.26859796,3,0,0,
41722,.039397042,.089897871,.14145337,3,1,0,393.97043
41723,.19526266,.10717326,.42646223,3,0,0,
41724,,.42966771,,2,0,1,
41725,,.098891333,.020560885,2,0,0,
41726,,.35045177,.24174072,1,0,0,
41727,,,.7451455,3,0,0,
41728,.25727582,.16943805,.24932784,1,0,1,
41729,,.30014685,.41803318,2,0,0,
41730,.15707292,.084316254,.33632943,3,0,0,
41731,,,.13226819,3,0,1,
41732,,.4629325,.020966722,2,0,0,
41733,,.18619139,.17319418,1,0,0,
41734,.10666587,.18494594,.22152127,1,1,0,1066.6587
41735,.032098766,.031788759,.020009253,1,0,0,
41736,.085351132,.072610155,.16355786,1,0,1,
41737,.26900569,.61868548,.1106313,1,0,0,
41738,.29568884,.2503407,.1779215,1,0,0,
41739,,.33462623,.10094617,1,0,0,
41740,,.55297083,.27440131,1,0,0,
41741,,.48329541,.44766542,3,0,0,
41742,.084453739,.14938916,.18014531,2,1,0,844.53741
41743,,.39354602,.42056632,3,0,0,
41744,,.57324719,.46087244,3,0,0,
41745,,.79067099,.20302971,3,0,0,
41746,,,.43387485,3,0,0,
41747,.23422614,.13845272,.11253774,2,0,0,
41748,,,.40726313,2,0,0,
41749,,,.84644032,2,0,1,
41750,,,.48243123,1,0,0,
41751,,,,1,0,1,
41752,.27215394,.093303546,.33074138,3,0,0,
41753,.23921752,.057514377,.10699514,3,0,0,
41754,,.74602026,.34353116,1,0,0,
41755,,.93802863,.49501696,1,0,0,
41756,,,.10018098,1,0,1,
41757,.17448579,.22351031,.43432325,1,1,0,1744.8579
41758,,,.68259001,3,0,0,
41759,.061894052,.060827933,.13261496,2,0,0,
41760,,.34403417,.22280318,1,0,0,
41761,,.45880386,.35099959,1,0,1,
41762,,.69588947,.020792024,3,0,0,
41763,.28193536,.26361653,.32698554,1,0,0,
41764,,.47002694,,1,0,1,
41765,.12896946,.049353704,.020325031,1,0,0,
41766,.092081092,.74192381,.19965693,3,1,0,920.81091
41767,.20609313,.15155415,.22116572,3,0,1,
41768,,,.45572081,1,0,1,
41769,,,.44957417,1,0,0,
41770,,.75256842,,3,0,0,
41771,,.74265194,.020746786,2,0,0,
41772,.10948272,.066721208,.11634896,2,0,0,
41773,,,.33131579,3,0,1,
41774,.12428572,.12435412,.13668296,2,0,0,
41775,,.13355529,,1,0,1,
41776,,.33099312,.83152223,1,0,1,
41777,,.8726474,.78514862,2,0,0,
41778,.065147251,.071820661,.027420871,3,0,0,
41779,,.57382619,.12313727,2,0,1,
41780,,.44524711,.34961712,3,0,0,
41781,,,.14884204,2,0,0,
41782,.070618428,.13120961,.099092402,3,1,0,706.18427
41783,.022045158,.021249006,.019999014,3,1,0,220.45158
41784,.031362735,.017885864,.027594628,1,0,0,
41785,,.45403552,.86506343,1,0,1,
41786,,.39085937,.62641287,1,0,0,
41787,,.53611362,.021315515,1,0,0,
41788,,.17294773,.45074731,2,0,0,
41789,.10059298,.020435577,.12323637,1,0,0,
41790,,.32036185,,1,0,0,
41791,.23341997,.270733,.37440735,1,1,1,-10000
41792,.23680818,.37734696,.16120589,2,0,0,
41793,.063122556,.053461835,.030353557,3,0,0,
41794,,.52667487,,3,0,0,
41795,.23177132,.081523776,.34679112,2,0,0,
41796,,,,2,0,0,
41797,.039175041,.055259287,.15304099,2,1,0,391.7504
41798,.1449879,.17963685,.15073191,1,1,0,1449.8789
41799,,.45403552,.021975743,2,0,1,
41800,,,.23599631,1,0,1,
41801,,.23880883,.24480274,3,0,1,
41802,,.10746258,.020462746,3,0,1,
41803,.040645499,.067024469,.065439127,3,1,0,406.45499
41804,.029609883,.037673883,.084510192,1,0,0,
41805,.032342885,.021786168,.042521968,1,0,0,
41806,,.97627079,.2587595,3,0,0,
41807,.14537603,.51063728,.15960081,2,0,0,
41808,.24859849,.11408673,.10991478,3,0,0,
41809,.15023117,.075427167,.16607693,2,0,0,
41810,.10903868,.057436001,.12815809,3,0,0,
41811,,.4831022,.43361557,3,0,0,
41812,,.45403552,.45616055,2,0,0,
41813,,,.12628408,2,0,1,
41814,,.3254163,.2411565,2,0,0,
41815,,.28610304,.49709073,3,0,0,
41816,.14170976,.13775903,.093678817,3,0,0,
41817,,,,3,0,0,
41818,.028809782,.032817047,.020001767,1,0,0,
41819,.065436572,.48070461,.056931201,1,0,1,
41820,,.25392184,.22272231,2,0,0,
41821,,.19770367,.34332645,1,0,0,
41822,,.21532071,.78363293,3,0,0,
41823,.084949434,.088635713,.13583529,2,1,0,849.49432
41824,.19930598,.21618506,.25511256,3,1,1,-10000
41825,.079319105,,.95977837,3,1,1,-10000
41826,.054903451,.053188179,.020372575,1,0,0,
41827,.14170976,.065630235,.18547162,3,0,0,
41828,.039682429,.043293115,.12324148,2,1,0,396.82428
41829,.14747685,.05409532,.12524933,1,0,0,
41830,,.33972365,.5363425,2,0,1,
41831,,.35023755,.020774674,2,0,0,
41832,,.81945962,.16338471,2,0,0,
41833,.051999968,.05953322,.11940666,1,0,0,
41834,,.45189661,.16714454,1,0,0,
41835,.032511704,.0096114762,.055629972,1,0,0,
41836,,,.18351211,3,0,0,
41837,.16113666,.14641115,.16808558,3,1,0,1611.3666
41838,.10709819,.12629101,.20046745,3,1,0,1070.9819
41839,,.43826026,.43418777,1,0,0,
41840,,.73727977,.19417468,3,0,1,
41841,,.60131395,.38108543,1,0,1,
41842,.16176561,.16669194,.18118523,2,0,0,
41843,,.27201936,.22290549,1,0,1,
41844,,.45403552,.79493374,3,0,0,
41845,,.40282559,.36675718,2,0,0,
41846,,,.1077744,1,0,1,
41847,,,.49027798,1,0,0,
41848,,.46681264,.38261876,3,0,1,
41849,,.41606012,.20832628,1,0,0,
41850,,.93846434,.50354719,1,0,0,
41851,,,.12501732,2,0,0,
41852,.053810101,.081735149,.13915552,2,1,0,538.10101
41853,,.98535335,.020752562,3,0,1,
41854,,,,3,0,0,
41855,,.76973283,,2,0,1,
41856,.077494226,.10197896,.30276018,3,1,1,-10000
41857,,.27423289,.3865675,2,0,0,
41858,,.98583925,.14077188,3,0,0,
41859,,.56680393,,3,0,0,
41860,,.26325393,.33048534,1,0,1,
41861,.029753026,.08611358,.025370821,2,0,0,
41862,,,,2,0,1,
41863,,.24141966,.21668012,1,0,0,
41864,.15912808,.20399991,.18742006,2,1,0,1591.2809
41865,,.28250894,.25298107,2,0,0,
41866,,,.19223878,2,0,1,
41867,,.13913606,.86748016,1,0,0,
41868,.14845942,.15467395,.086500071,3,0,0,
41869,.11496894,.35015127,,3,1,0,1149.6895
41870,.023313899,.034699377,.082603753,3,1,0,233.13899
41871,,,.6276359,3,0,1,
41872,,.42924145,,3,0,1,
41873,.085361354,.12786429,.18469121,2,1,0,853.61353
41874,,.38443103,.021601597,2,0,1,
41875,,,.021431526,2,0,1,
41876,,,.45484632,2,0,0,
41877,.15745629,.40916774,.19752702,3,1,1,-10000
41878,,.28378743,.39272201,1,0,0,
41879,.093244016,.13102137,.19038016,3,1,0,932.44019
41880,,.5644626,.25107503,1,0,0,
41881,,,,2,0,0,
41882,,.59379101,,1,0,0,
41883,,.29316792,.46902776,2,0,0,
41884,.28511068,.35184386,.20635656,3,0,0,
41885,,.083761036,.33967906,2,0,0,
41886,,,.020809488,2,0,0,
41887,,.58223325,.40308365,3,0,0,
41888,,,.42808512,2,0,1,
41889,,.55581033,.387869,1,0,0,
41890,.049248658,.082245648,.11999366,3,1,0,492.48657
41891,,.24278267,.47961155,1,0,0,
41892,,,.20963256,2,0,0,
41893,,.4404338,.90925497,2,0,0,
41894,,.45309201,,3,0,0,
41895,,.2443296,.19188628,3,0,1,
41896,,,.17137402,1,0,0,
41897,,,.021920968,3,0,0,
41898,.07903035,.041760013,.077266023,2,0,0,
41899,.15459737,.043052696,.030397234,3,0,0,
41900,,,.23276842,1,0,1,
41901,,.29717442,.53283006,1,0,1,
41902,,.32535976,.92821133,2,0,1,
41903,,,,1,0,0,
41904,.076501504,.078785226,.32794362,1,0,0,
41905,.13378894,.14168663,.47174126,3,1,0,1337.8894
41906,,,.2380714,1,0,0,
41907,,,,1,0,1,
41908,.2042993,.14356685,.20259784,2,0,0,
41909,,.56623983,,2,0,1,
41910,.18486209,.1460461,.16757907,3,0,0,
41911,,.30358353,.66675222,3,0,0,
41912,.19049947,,,2,1,0,1904.9948
41913,,.41716617,.31883132,2,0,1,
41914,,.6126889,,3,0,1,
41915,,.27131212,.17148404,3,0,0,
41916,,,.17746787,3,0,0,
41917,,.26574245,.20520337,1,0,0,
41918,,,.27860361,1,0,0,
41919,,.37033331,.3582696,1,0,0,
41920,,.23172183,.22863309,2,0,0,
41921,,.68868047,.26109117,3,0,0,
41922,,.45403552,.020749306,1,0,0,
41923,,,.69079185,2,0,1,
41924,.26876998,.35948321,,2,1,1,-10000
41925,,.35616452,.41900483,1,0,0,
41926,,,.46105257,3,0,0,
41927,.11463481,.16561677,.020514427,3,0,0,
41928,.12683144,.14760545,.15508208,1,1,1,-10000
41929,,.51260066,.1768005,1,0,0,
41930,,,.58205336,2,0,1,
41931,,.37571922,,3,0,0,
41932,,.92788631,.12236283,1,0,1,
41933,.025676485,.081919357,.15870084,2,1,0,256.76486
41934,,,.020995168,1,0,0,
41935,,.37375435,.13763922,2,0,0,
41936,.12035409,.19706672,.18092737,2,1,0,1203.5409
41937,,.96886533,.10030627,1,0,0,
41938,.11739396,.08043617,.26256984,3,0,0,
41939,,.69588947,,3,0,1,
41940,.076610066,.11963248,.13536462,3,1,0,766.10065
41941,,.26123714,.80819052,2,0,1,
41942,,.57688493,.75298375,1,0,1,
41943,.25758535,.43150467,.24927703,2,0,0,
41944,,.4393416,,2,0,1,
41945,,.30788243,.19952457,3,0,0,
41946,,.58658379,.196614,1,0,0,
41947,,.15541109,.14262711,2,0,0,
41948,,.33409995,.17548543,1,0,0,
41949,,.91011363,.1566553,2,0,1,
41950,,.38720345,.32712811,1,0,1,
41951,.023928944,.020812213,.019998999,2,0,0,
41952,,,,2,0,1,
41953,,.46211857,.16818953,1,0,1,
41954,,.12443885,.021365978,1,0,0,
41955,.1062526,.03533347,.11904931,2,0,0,
41956,,,.020730307,2,0,0,
41957,.097148515,,.055570934,1,0,0,
41958,,.48555538,.75483036,3,0,0,
41959,.24818416,,.92345273,2,1,0,2481.8416
41960,,.7751596,.1731488,2,0,0,
41961,.032937448,.03243991,.077324688,2,0,0,
41962,,.84300846,.24804354,2,0,1,
41963,,,,1,0,1,
41964,,.47780809,.021920968,1,0,0,
41965,,.16414678,.18687999,3,0,0,
41966,,.038536254,.51890713,3,0,0,
41967,,.31430167,.16146225,1,0,1,
41968,.26324305,.26232392,.30476075,2,0,0,
41969,,.44540098,,3,0,0,
41970,,.45403552,,1,0,0,
41971,,.36419326,.54690439,3,0,0,
41972,.09377826,.15170574,.13424146,1,1,0,937.78259
41973,,.52374011,,2,0,1,
41974,,.18888333,.17035143,1,0,0,
41975,.13519666,.099174932,.45196414,3,0,0,
41976,.053121001,.061034005,.064441726,3,1,0,531.21002
41977,,.29307488,.75293088,2,0,0,
41978,,.48584959,.16485724,2,0,0,
41979,,.12532043,.22912198,3,0,0,
41980,.053915467,.24203749,.12908241,3,1,0,539.15466
41981,.042255264,.045057457,.0985386,1,0,0,
41982,.14355293,.14411482,.13898094,2,0,0,
41983,,.54027265,.64240861,2,0,0,
41984,,.24199679,.42288053,3,0,0,
41985,.06985186,.03049903,.12410709,2,0,0,
41986,,,.1566553,3,0,0,
41987,,.28564242,,1,0,0,
41988,.21950704,.68904543,.020756545,3,0,1,
41989,,.85389471,.50523514,2,0,1,
41990,,.22239318,.63159567,3,0,0,
41991,,.31044054,.9941203,2,0,1,
41992,.1515855,.34163547,.80389231,1,1,0,1515.8551
41993,,.33323929,.22142428,2,0,0,
41994,.05272669,.11965744,.1302218,3,1,0,527.26691
41995,,,.12458895,1,0,0,
41996,,,.12648326,2,0,0,
41997,.27066308,.074666187,.020553656,3,0,0,
41998,,.33781546,.37088129,3,0,0,
41999,,.080541007,.18353042,1,0,0,
42000,,.87743831,.21737355,3,0,0,
42001,,.59207737,,3,0,0,
42002,,.59069812,.44292182,2,0,0,
42003,,.37094608,.15555701,3,0,0,
42004,,,.98556292,3,0,1,
42005,.039560322,.2654289,.18486769,3,1,1,-10000
42006,.23357084,.049891308,.20980819,3,0,0,
42007,.26575363,.35179049,.17718349,3,0,1,
42008,,,.15412149,2,0,0,
42009,,,,3,0,0,
42010,,.08967188,.53571117,3,0,0,
42011,,.58853829,.26077858,2,0,0,
42012,,.96348429,.24959701,2,0,1,
42013,,.28570804,.24415608,1,0,0,
42014,.13159177,.14703862,.18499538,1,0,0,
42015,,.14837292,.21168639,1,0,1,
42016,.29844034,.29316226,.63625103,1,0,0,
42017,.022711046,.029755585,.020269679,2,0,0,
42018,,.56986856,.17225575,1,0,1,
42019,,,.021144472,1,0,1,
42020,,.41465333,.60950947,2,0,1,
42021,.085498303,.19139004,.057436962,1,0,0,
42022,,,.16605736,2,0,0,
42023,,.71360892,.020747546,3,0,1,
42024,,.87747419,,3,0,1,
42025,,,,2,0,0,
42026,,.74549055,.24424076,1,0,0,
42027,.22829933,.19896086,.25998339,3,0,0,
42028,,.38708487,.84554046,1,0,0,
42029,.041210789,.023985785,.027631577,3,1,0,412.10788
42030,,.42152828,,3,0,0,
42031,.17969272,.11241972,.31706157,1,0,0,
42032,,.25770959,.16548665,3,0,0,
42033,,.53461576,,1,0,1,
42034,.18720032,.10690993,.093109727,1,0,0,
42035,.20192114,.080906816,.11429569,1,0,0,
42036,.031948719,.024205908,.059476219,1,0,0,
42037,,,,2,0,1,
42038,.11696764,.10333198,.12163271,1,0,0,
42039,.21964924,,.59234285,2,1,0,2196.4924
42040,,.45403552,,1,0,0,
42041,,,,2,0,0,
42042,,.23421052,.27878365,2,0,0,
42043,,,.56218791,1,0,1,
42044,,.48160297,.21624044,2,0,0,
42045,,.17656203,.42268091,3,0,0,
42046,.24554715,.2013026,.39119729,2,0,0,
42047,,.45309201,.18547897,3,0,0,
42048,,,.021369798,2,0,1,
42049,,.35517606,,1,0,0,
42050,.25357911,.38976163,.2599687,1,1,1,-10000
42051,,,,3,0,1,
42052,,,,3,0,0,
42053,.16712853,.026192853,.020717464,1,0,0,
42054,,,,3,0,0,
42055,.18676999,.12499869,.16846336,2,0,0,
42056,,.65057462,.27304834,2,0,0,
42057,,.50032371,.70467508,2,0,1,
42058,,,.2538667,1,0,0,
42059,.10247143,.15829365,.54215211,3,1,0,1024.7142
42060,,.17260729,.56031704,3,0,0,
42061,,.47853372,,3,0,1,
42062,,,.42713886,2,0,0,
42063,,.66741717,.13213766,3,0,0,
42064,,.92788631,,2,0,1,
42065,.26167238,.21183541,.15946972,3,0,0,
42066,,,,1,0,0,
42067,,.58105308,,2,0,1,
42068,.1129964,.20497704,.13528135,1,1,0,1129.964
42069,,.58303374,.10607658,1,0,0,
42070,,.73798609,.16979791,2,0,1,
42071,,.21701959,.65111262,1,0,0,
42072,,.31265578,,3,0,0,
42073,,,.021975743,3,0,0,
42074,,,.1182998,3,0,0,
42075,,.20488705,.53338665,1,0,0,
42076,,,,1,0,0,
42077,,.1960099,,2,0,1,
42078,,,,1,0,0,
42079,,.88212943,.14071438,2,0,0,
42080,,.074488387,.16895297,2,0,0,
42081,.060803059,.11422675,.43486586,1,1,0,608.03058
42082,,,,1,0,0,
42083,,.99587977,.021429477,2,0,0,
42084,,,.76249397,3,0,0,
42085,,.36159438,,2,0,0,
42086,,.52976066,.14205846,1,0,0,
42087,,.11792041,.40544534,2,0,0,
42088,.12535334,.12450549,.020592386,3,0,1,
42089,.25731644,.15295281,.59347314,1,0,0,
42090,,.45403552,.0209237,1,0,0,
42091,,.086940117,.2809445,2,0,0,
42092,.25351459,,.28897393,2,1,0,2535.146
42093,.056312665,.10508104,.25493276,2,1,0,563.12665
42094,.038764834,.5508002,,1,1,0,387.64835
42095,.19224662,.66257399,.18094502,1,0,0,
42096,.020471569,.041649118,.13422495,1,1,0,204.7157
42097,,.33618462,.25077772,1,0,0,
42098,,.12225156,.18412015,3,0,0,
42099,,.18435954,.34021723,2,0,0,
42100,,,,1,0,1,
42101,.067620285,.20310119,.054604612,1,0,0,
42102,,.5847556,.31753758,3,0,0,
42103,,,.46847185,3,0,0,
42104,,.40864709,.14037703,2,0,1,
42105,,.12192638,.1522247,1,0,0,
42106,.25447035,.17553829,.21131188,2,0,0,
42107,,,.02084437,2,0,0,
42108,.044696569,.053729892,.077234752,1,0,0,
42109,,.22733462,.30101863,1,0,1,
42110,,.28806826,.4043662,3,0,0,
42111,.20515688,.31659842,.44094414,3,1,0,2051.5688
42112,,,,3,0,0,
42113,,.18799719,.22751614,3,0,0,
42114,,,.10998295,2,0,1,
42115,,,.4413473,3,0,1,
42116,,,.59276801,1,0,0,
42117,,.90210634,.39934856,2,0,1,
42118,.08504314,.086594358,.36179376,2,1,0,850.4314
42119,,.25695947,.36221129,1,0,0,
42120,,,.86179811,2,0,1,
42121,,.58905399,.23018132,2,0,1,
42122,,.64902306,.40590551,2,0,0,
42123,.15843083,.35762298,.36245561,3,1,0,1584.3083
42124,,.10646157,.15052956,3,0,0,
42125,,,.15412149,3,0,1,
42126,,.079614975,.1050174,2,0,0,
42127,.047854502,.10709266,.089431368,3,1,0,478.54501
42128,.1400061,.10700154,.23305984,1,0,0,
42129,,,,3,0,0,
42130,.10394762,.44995207,.86964411,2,1,1,-10000
42131,,,,2,0,0,
42132,.20579371,.83922112,,3,1,0,2057.937
42133,,.41088974,.48308098,2,0,0,
42134,,,.19586025,2,0,0,
42135,,.30944544,,1,0,0,
42136,.031659767,.044701781,.073328651,2,1,0,316.59766
42137,,.53452945,.84784311,1,0,1,
42138,.072345488,.087752484,.19979921,1,0,0,
42139,,.51749104,.24973468,3,0,0,
42140,,.12106777,.20468859,1,0,0,
42141,,.47780809,.46695662,1,0,0,
42142,,,.52778655,3,0,0,
42143,,,,3,0,0,
42144,.057243556,.032073207,.050377946,3,0,0,
42145,,.90838736,,1,0,0,
42146,.19877005,.26448998,.88661414,2,1,0,1987.7004
42147,,.49136719,.47857672,2,0,1,
42148,,.70569623,.34724262,2,0,1,
42149,,.47765815,.21319413,2,0,0,
42150,,.075061426,.20281667,2,0,0,
42151,,,,2,0,0,
42152,,.40136129,.46776843,1,0,0,
42153,.16910146,.104965,.48513234,1,0,0,
42154,,.45613566,.18964632,3,0,0,
42155,.094089873,.024576964,.070844233,1,0,0,
42156,.18566303,.29912251,.30524686,1,1,1,-10000
42157,.021595154,.044458702,.089017332,2,1,0,215.95154
42158,,.25401333,.16239835,2,0,0,
42159,,,.21494162,1,0,0,
42160,,.56750321,.49397925,2,0,1,
42161,,,,2,0,1,
42162,,.81925678,.18490365,3,0,0,
42163,.033274814,.035503201,.020161651,1,0,0,
42164,.13515802,.072436199,.10461798,1,0,0,
42165,,.34749603,.1587591,3,0,0,
42166,.034160912,.093235902,.091967575,3,1,0,341.60913
42167,,.61630732,.16730827,3,0,0,
42168,,.19498356,.2186095,1,0,0,
42169,,.22408228,.24371949,1,0,0,
42170,,.97128391,.18592612,3,0,0,
42171,,.39701077,.24286117,2,0,0,
42172,,.72211164,,1,0,0,
42173,.038943585,.38847053,.14210747,3,1,0,389.43585
42174,.19635516,.12192638,.16538015,2,0,0,
42175,,.18458803,.6685375,3,0,0,
42176,.021268146,.040098898,.03193159,3,1,0,212.68146
42177,,.68933457,.16979228,3,0,0,
42178,.022833584,.020955291,.027822852,2,0,0,
42179,.086301617,.074354358,.095989294,2,0,0,
42180,,.16034003,.22178821,1,0,1,
42181,,.5306623,,3,0,1,
42182,,.74265194,.49117231,3,0,1,
42183,,.25134563,.60522491,2,0,0,
42184,,.46005103,.41832387,2,0,0,
42185,,.41698191,.59405798,2,0,0,
42186,,,,2,0,0,
42187,.16104318,.15811612,.33105713,3,1,0,1610.4318
42188,.060240198,.090193883,.26900572,1,1,0,602.40198
42189,,.30081484,.45088318,1,0,1,
42190,,,.84869456,1,0,1,
42191,.028306171,.021096215,.041630257,3,1,0,283.06171
42192,.036707532,.074590206,.020789621,3,1,0,367.07532
42193,,.41247794,.22104016,3,0,0,
42194,,.71902066,,1,0,1,
42195,,,,3,0,1,
42196,,,.2474276,3,0,1,
42197,.17026779,.084172681,.18703879,2,0,0,
42198,,,,3,0,0,
42199,,,,1,0,0,
42200,.021266595,.06293828,.088597372,1,1,0,212.66594
42201,.042664669,.063203119,.020702295,1,0,0,
42202,,.44665462,.17277429,2,0,0,
42203,.23531842,.17485221,.16437985,3,0,0,
42204,.122795,.047467679,.020605387,2,0,0,
42205,,.24079649,.68306422,3,0,0,
42206,.22085825,.27280816,.27515745,3,1,0,2208.5825
42207,,.53746676,.021975743,2,0,0,
42208,,.23661712,.23141971,2,0,1,
42209,,.20422426,.44360197,3,0,0,
42210,,.43218777,,1,0,0,
42211,,.33032852,.84260976,2,0,0,
42212,,.27719316,.34733307,3,0,0,
42213,,.14464846,.20842381,2,0,0,
42214,,.69339114,.36431566,3,0,0,
42215,.058353521,.050038621,.079675831,1,0,0,
42216,,.68027544,,1,0,1,
42217,,.37740752,,1,0,0,
42218,,,.1566553,1,0,1,
42219,,.53966981,.98506099,1,0,0,
42220,,.29737121,.20333913,3,0,0,
42221,.13950789,.087055221,.020325258,2,0,1,
42222,,.33806294,.50409895,3,0,0,
42223,.066245511,.1449022,.065764427,1,0,0,
42224,,.07173688,.22945392,1,0,0,
42225,.034924917,.088567398,.084463388,3,1,0,349.24918
42226,,,.45842171,3,0,0,
42227,,.58853829,.23478046,2,0,0,
42228,,.51736283,.021015538,3,0,0,
42229,.20082051,.082704023,.21599753,1,0,0,
42230,.17835577,.11002249,.14460938,3,0,0,
42231,,.26598963,.25450897,1,0,0,
42232,.10680896,.28862429,.14577404,1,1,1,-10000
42233,,,.2049721,2,0,0,
42234,,,.11364018,2,0,0,
42235,,.61182094,,2,0,0,
42236,,.28659183,.4090637,3,0,0,
42237,,.24563657,.59038061,2,0,0,
42238,,.16131178,.25004017,2,0,1,
42239,.070434652,.036219064,.035170313,3,0,0,
42240,,.44019184,.33710834,1,0,0,
42241,.03635383,.035166264,.030890966,2,0,0,
42242,,.52349228,.14030822,1,0,0,
42243,.15159982,.91419756,.85770959,2,1,0,1515.9983
42244,.090162687,.14098005,.067781866,2,0,0,
42245,.07208734,.045970771,.12124304,2,0,0,
42246,,,.29207093,1,0,0,
42247,,.26635015,.2412398,1,0,0,
42248,,.23695794,.32899159,3,0,0,
42249,,.55062097,.23945533,1,0,1,
42250,,,.40490961,1,0,1,
42251,,,.4886044,1,0,0,
42252,,.12984845,.31113824,1,0,0,
42253,.11160212,.037074905,.11211246,1,0,0,
42254,,.41716617,.40167123,1,0,0,
42255,,.50973034,.021920968,2,0,1,
42256,,.29732153,.13967088,1,0,0,
42257,.25514585,.4841598,.15984994,1,0,0,
42258,,.37654468,.10776912,1,0,0,
42259,.11137322,.20435576,.067729831,2,0,0,
42260,,.22460414,.31474209,3,0,0,
42261,,.13854799,.20435016,2,0,0,
42262,.025687953,.024052739,.039648291,3,1,0,256.87955
42263,.091541141,.11968276,.041104693,2,0,0,
42264,,.6067344,.38232297,2,0,1,
42265,.23091911,.13639264,.40726832,3,0,0,
42266,,.33409995,,1,0,1,
42267,,.33755836,,1,0,1,
42268,,.41307309,.18194468,3,0,0,
42269,.053055242,.12112389,.16288833,1,1,0,530.55243
42270,.032781035,.027380809,.023858972,3,1,0,327.81033
42271,,.39086872,.2984131,1,0,0,
42272,,.49973747,,1,0,0,
42273,,.57354599,,1,0,0,
42274,,.21928875,.28723845,3,0,0,
42275,,.28780407,.29461557,2,0,1,
42276,.26195526,.82942891,.8827371,1,1,0,2619.5527
42277,,,.7049073,1,0,1,
42278,,.18795738,.23183686,3,0,0,
42279,,.47780809,.5527944,2,0,0,
42280,,.27075121,.32448629,1,0,0,
42281,,.33539024,.26112422,3,0,0,
42282,,.74265194,.020991035,3,0,1,
42283,.027890081,.033325121,.12745351,1,0,0,
42284,,.13234682,.24264556,3,0,0,
42285,.038746692,.027048653,.076450057,2,0,0,
42286,.16301115,.022295794,.049941413,3,0,0,
42287,,.82408297,.18916371,2,0,1,
42288,,.66544503,,1,0,0,
42289,,.39806905,.2426566,2,0,0,
42290,,.87478739,.19785763,3,0,1,
42291,,.24700537,.13165548,3,0,0,
42292,.031504408,.014728848,.045129482,3,1,0,315.04407
42293,,.26205456,,1,0,0,
42294,,,.12992895,2,0,0,
42295,,,.21079382,2,0,0,
42296,,,.67237258,3,0,0,
42297,.036381245,.10834182,.22354375,1,1,0,363.81244
42298,.21401435,.10906748,.22390285,3,0,0,
42299,,.12259775,.19475639,1,0,0,
42300,.15952554,.058542468,.065802112,1,0,0,
42301,,.45403552,,2,0,1,
42302,,.26763409,.23073296,3,0,0,
42303,,.14654054,.14596754,3,0,0,
42304,.17856114,.4347215,.35952717,2,1,1,-10000
42305,,.95862263,.18880591,1,0,1,
42306,,.64969307,.70466387,3,0,0,
42307,,.15904629,.18923157,3,0,0,
42308,.24116234,.25656968,.12226927,3,0,0,
42309,,,,1,0,1,
42310,,.65996087,,1,0,1,
42311,.14768048,.074501231,.42638901,3,0,0,
42312,.28439972,.16669194,.189071,2,0,0,
42313,,,.95267266,2,0,0,
42314,.034553826,.077679023,.059792247,2,1,0,345.53827
42315,,.30604193,.18347436,2,0,0,
42316,,,.20844498,2,0,1,
42317,,.37892953,,2,0,1,
42318,,.4841598,.21248239,2,0,0,
42319,.11661825,.09975668,.19908838,3,1,0,1166.1825
42320,.29819715,.91818559,.020676987,3,0,0,
42321,,.57016939,.26386368,1,0,0,
42322,.19635516,.069434032,.25423124,1,0,0,
42323,,,.44440207,3,0,0,
42324,.22418755,.31559399,.21727718,2,0,0,
42325,,.287164,.44371557,2,0,0,
42326,,.77358484,.4686408,3,0,1,
42327,,,.3810848,1,0,1,
42328,,,.89754075,1,0,1,
42329,,.42613727,,1,0,0,
42330,,.27879202,.21910992,1,0,1,
42331,,,.44779429,3,0,0,
42332,,.20918223,.1778895,2,0,0,
42333,,.63890165,.18946773,3,0,0,
42334,,,.69079095,1,0,1,
42335,.090918876,.11740367,.2255962,2,1,0,909.18878
42336,,.61484188,,3,0,0,
42337,,,,3,0,1,
42338,,,.23566166,3,0,0,
42339,,.50141525,.61310744,2,0,1,
42340,,,.26005477,3,0,1,
42341,,.2771664,,3,0,0,
42342,.022010809,.04136505,.020630337,1,0,0,
42343,,.41983709,1,1,0,0,
42344,,,.020736603,2,0,0,
42345,,.58717173,,3,0,0,
42346,,,.94490206,2,0,1,
42347,.02325521,.020711569,.020022808,2,0,0,
